src,dst
17748,2549
17748,2554
17748,3204
17748,4754
17748,8031
17748,10292
17748,10913
17748,12498
17748,18739
17748,19114
17748,21681
17748,23784
17748,24865
17748,25786
17748,26310
17748,27131
17748,28814
17748,29087
17748,31584
17748,32107
17748,33970
17749,2300
17749,4239
17749,16908
17749,18163
17749,21518
17749,23182
17749,24511
17749,24890
17749,26373
17749,28187
17749,28227
17750,2784
17750,5840
17750,6607
17750,7098
17750,9646
17750,9787
17750,12214
17750,14412
17750,16985
17750,29454
17750,30808
17750,33699
17751,7878
17751,8703
17751,9347
17751,10855
17751,15484
17751,16904
17751,18232
17751,18242
17751,22375
17751,25877
17751,26583
17751,32404
17751,32935
17751,33614
17752,2524
17752,5486
17752,7488
17752,9723
17752,10552
17752,11211
17752,11784
17752,14853
17752,15868
17752,21855
17752,28617
17752,32343
17753,776
17753,1836
17753,2819
17753,4250
17753,7157
17753,7384
17753,7661
17753,8283
17753,9225
17753,10768
17753,10954
17753,11546
17753,11843
17753,11917
17753,12365
17753,13217
17753,14900
17753,19207
17753,19724
17753,19970
17753,20191
17753,27635
17753,27928
17753,31382
17753,31406
17753,31640
17753,32026
17753,33606
17753,33813
17754,5330
17754,14648
17754,19922
17754,20113
17754,21250
17754,25510
17754,26076
17754,27004
17755,355
17755,2515
17755,8245
17755,14748
17755,32345
17756,1034
17756,7681
17756,19005
17756,20585
17756,21582
17756,21615
17756,21970
17756,21980
17756,22156
17756,22531
17756,22951
17756,23576
17756,24023
17756,24905
17756,25683
17756,26490
17756,26896
17756,28337
17756,29046
17756,29343
17756,33134
17756,33333
17756,33482
17757,17278
17757,17355
17757,17727
17757,18077
17757,19032
17757,23222
17757,24135
17757,25470
17757,28731
17757,32883
17758,618
17758,4133
17758,15813
17758,19742
17758,20316
17758,20941
17758,22469
17758,25330
17758,26884
17758,29242
17758,30529
17758,32937
17758,33152
17759,20324
17759,20971
17759,23594
17759,25420
17759,25472
17759,26163
17759,29011
17759,29467
17760,665
17760,7677
17761,3289
17761,3377
17761,4327
17761,4458
17761,4644
17761,5070
17761,9538
17761,9909
17761,15041
17761,16744
17761,20192
17761,22272
17761,23275
17761,23955
17761,25390
17761,25733
17761,27441
17761,30450
17761,33980
17762,7770
17762,29484
17763,13146
17763,13671
17763,18009
17763,18862
17763,24639
17763,32307
17764,781
17764,4454
17764,6686
17764,8391
17764,9603
17764,10154
17764,11229
17764,11307
17764,11798
17764,16294
17764,17879
17764,17976
17764,18019
17764,18835
17764,19066
17764,19280
17764,19801
17764,29995
17765,4054
17765,10319
17765,11737
17765,14943
17765,16066
17765,28023
17765,28751
17766,2055
17766,7193
17766,11484
17766,16006
17766,17024
17766,17358
17766,18174
17766,18437
17766,18506
17766,18517
17766,22005
17766,22406
17766,24759
17766,25054
17766,26981
17766,27168
17766,27190
17766,27910
17766,28453
17766,28733
17766,30407
17766,30561
17766,31322
17767,1879
17767,2075
17767,3323
17767,6275
17767,6868
17767,17471
17767,19197
17767,25299
17767,26695
17767,29503
17767,31841
17768,150
17768,1598
17768,2828
17768,17989
17768,20205
17768,22887
17768,24636
17768,27335
17768,30705
17768,31159
17769,3029
17769,4140
17769,6764
17769,11401
17769,15162
17769,17538
17769,19686
17769,20402
17769,24736
17769,26441
17769,28407
17769,32097
17769,32209
17770,4187
17770,7121
17770,7827
17770,7918
17771,776
17771,2019
17771,2282
17771,2385
17771,2939
17771,3170
17771,3748
17771,4551
17771,5932
17771,6238
17771,7298
17771,7844
17771,7929
17771,8270
17771,8656
17771,9192
17771,9856
17771,10411
17771,10684
17771,11266
17771,11568
17771,11745
17771,12166
17771,12672
17771,13599
17771,13808
17771,14382
17771,15139
17771,15466
17771,15686
17771,15733
17771,15779
17771,15823
17771,16439
17771,16601
17771,16752
17771,17977
17771,18403
17771,18518
17771,18892
17771,19178
17771,19841
17771,21433
17771,22036
17771,24845
17771,24948
17771,25577
17771,25890
17771,26115
17771,27377
17771,27493
17771,27506
17771,28091
17771,28251
17771,28848
17771,30533
17771,31129
17771,32404
17771,33165
17771,33292
17771,33568
17771,34103
17772,866
17772,1145
17772,1174
17772,1659
17772,1975
17772,2857
17772,2912
17772,3652
17772,4958
17772,5022
17772,5244
17772,5416
17772,5522
17772,6312
17772,6394
17772,7140
17772,7611
17772,7970
17772,9594
17772,11054
17772,12879
17772,13017
17772,13119
17772,13444
17772,13955
17772,14651
17772,15070
17772,15859
17772,17526
17772,17591
17772,18018
17772,18228
17772,19456
17772,20375
17772,21076
17772,22232
17772,22370
17772,24214
17772,25495
17772,26128
17772,26463
17772,28475
17772,28825
17772,29080
17772,29595
17772,29606
17772,29924
17772,31008
17772,31373
17772,32227
17772,32645
17772,33127
17772,34092
17772,34341
17773,2459
17773,2523
17773,3090
17773,3193
17773,4754
17773,6397
17773,6655
17773,8629
17773,10240
17773,10596
17773,11112
17773,12498
17773,14132
17773,16152
17773,17034
17773,17803
17773,20862
17773,21159
17773,21681
17773,21781
17773,22000
17773,22193
17773,22775
17773,25148
17773,26725
17773,27508
17773,29578
17773,30629
17773,32677
17773,33266
17773,34231
17773,34251
17774,2143
17774,2268
17774,2347
17774,3176
17774,5717
17774,6240
17774,8999
17774,12725
17774,12811
17774,14831
17774,16147
17774,27829
17774,28434
17774,28876
17774,29365
17774,31130
17775,3936
17775,5695
17775,6422
17775,9347
17775,10373
17775,14912
17775,16822
17775,16970
17775,17460
17775,17622
17775,18426
17775,18560
17775,19130
17775,20270
17775,20910
17775,21172
17775,21221
17775,21773
17775,26401
17775,26578
17775,30925
17775,32126
17776,30140
17776,30277
17777,4149
17777,8658
17777,11713
17777,16065
17777,16222
17777,16589
17777,16678
17777,20928
17777,25941
17777,28911
17777,30245
17778,3092
17778,9776
17778,11423
17778,12373
17778,13484
17778,15024
17778,21140
17778,21847
17778,22640
17778,22902
17778,23024
17778,25018
17778,30835
17779,3557
17779,13049
17779,15253
17779,17197
17779,18576
17779,23838
17779,24310
17779,25397
17779,26498
17779,26509
17779,27999
17780,891
17780,917
17780,1425
17780,2515
17780,16158
17780,16575
17780,17716
17780,18751
17780,21587
17780,26428
17780,28964
17780,29185
17781,17201
17781,18933
17781,24055
17781,25386
17781,29959
17782,18480
17782,19496
17782,20063
17782,20790
17782,22880
17782,24259
17782,24718
17782,25900
17782,26010
17782,29692
17782,33572
17783,22787
17784,1094
17784,3002
17784,3106
17784,5197
17784,5326
17784,5528
17784,5877
17784,9338
17784,11056
17784,13400
17784,13665
17784,13932
17784,14962
17784,16135
17784,16510
17784,17668
17784,20567
17784,20777
17784,21562
17784,21823
17784,22088
17784,22335
17784,22495
17784,23251
17784,28636
17784,30526
17784,30948
17784,31083
17784,31217
17784,32310
17784,34179
17784,34302
17785,1384
17785,1748
17785,2892
17785,4391
17785,9112
17785,9762
17785,10371
17785,11245
17785,16124
17785,22653
17785,24269
17785,28637
17786,547
17786,917
17786,1776
17786,1920
17786,2281
17786,2292
17786,2307
17786,2349
17786,2466
17786,2947
17786,2977
17786,3052
17786,3207
17786,3970
17786,4337
17786,4988
17786,5017
17786,5449
17786,5706
17786,5906
17786,6037
17786,6039
17786,6215
17786,6434
17786,6582
17786,6767
17786,6776
17786,6920
17786,7189
17786,7342
17786,7694
17786,7835
17786,8336
17786,8590
17786,8613
17786,8701
17786,8860
17786,9224
17786,9953
17786,10030
17786,10352
17786,10371
17786,10456
17786,10527
17786,10802
17786,10818
17786,10919
17786,11018
17786,11317
17786,12311
17786,12350
17786,12703
17786,13223
17786,13346
17786,13508
17786,13929
17786,14000
17786,15405
17786,15503
17786,16005
17786,16031
17786,16870
17786,17330
17786,18313
17786,18794
17786,19927
17786,20130
17786,21074
17786,21077
17786,21611
17786,23038
17786,23704
17786,24076
17786,24527
17786,25482
17786,26527
17786,27759
17786,28568
17786,28945
17786,29864
17786,30250
17786,30704
17786,32060
17786,32674
17786,33347
17786,33413
17786,33607
17786,33726
17786,34038
17786,34123
17786,34333
17787,7009
17787,8742
17787,9441
17787,9500
17787,11688
17787,12163
17787,13557
17787,20601
17787,26891
17787,29231
17787,30168
17787,33362
17788,11660
17788,17332
17788,23341
17788,24471
17789,5962
17789,8198
17789,13716
17789,17372
17789,19812
17789,20798
17789,26703
17789,27661
17789,27840
17789,28653
17790,860
17790,1498
17790,2102
17790,7676
17790,12206
17790,12760
17790,15155
17790,21926
17790,23493
17790,25237
17790,26217
17790,26286
17790,27208
17790,28820
17790,33093
17791,1038
17791,1221
17791,1288
17791,8649
17791,9133
17791,12722
17791,19218
17791,20125
17791,20133
17791,23480
17791,26407
17791,28484
17791,28542
17791,30305
17791,30970
17791,33978
17792,10077
17792,13605
17792,15076
17792,16409
17792,17996
17792,18355
17792,19845
17792,20599
17792,22908
17792,23934
17792,24275
17792,31557
17792,33988
17793,2205
17793,2465
17793,4630
17793,8192
17793,9201
17793,10063
17793,12582
17793,14884
17793,19785
17793,23946
17794,1924
17794,1982
17794,2597
17794,2778
17794,3324
17794,4209
17794,4359
17794,4577
17794,4751
17794,4834
17794,7157
17794,7661
17794,8240
17794,9238
17794,10670
17794,11049
17794,11454
17794,12861
17794,13456
17794,14372
17794,14519
17794,14884
17794,15140
17794,15304
17794,15502
17794,15547
17794,15914
17794,15978
17794,16018
17794,18348
17794,19361
17794,21408
17794,23019
17794,23621
17794,25953
17794,26324
17794,26412
17794,27316
17794,27877
17794,30285
17794,30817
17794,31621
17794,31760
17794,32490
17794,33395
17794,33986
17795,800
17795,3205
17795,5717
17795,8743
17795,16147
17795,18154
17795,27252
17795,27829
17795,31808
17796,74
17796,4858
17796,9008
17796,13157
17796,24147
17797,2874
17797,6181
17797,9158
17797,9276
17797,12690
17797,12983
17797,13448
17797,17157
17797,18413
17797,18496
17797,18630
17797,18951
17797,18963
17797,19501
17797,20312
17797,20891
17797,21049
17797,21893
17797,21968
17797,23419
17797,23625
17797,26875
17797,27411
17797,27928
17797,30945
17798,13937
17798,28706
17799,372
17799,1099
17799,2194
17799,9244
17799,9371
17799,10934
17799,11885
17799,15001
17799,16806
17799,16856
17799,22585
17799,22641
17799,22873
17799,23070
17799,25146
17799,27915
17799,32609
17799,33613
17800,23310
17800,30140
17800,30277
17801,4295
17801,4929
17801,7496
17801,7703
17801,18068
17802,8500
17802,12450
17802,13968
17802,18955
17802,19180
17802,21132
17802,23723
17802,25840
17802,26434
17802,27156
17802,28636
17802,28769
17802,29595
17802,34164
17803,2668
17803,4754
17803,11112
17803,17773
17803,18427
17803,22777
17803,24217
17803,25054
17803,27215
17803,30585
17803,31411
17803,32610
17803,34251
17804,9611
17804,11102
17804,21586
17804,25936
17804,28771
17804,32223
17805,4257
17805,6648
17805,11152
17805,15917
17805,18384
17805,20570
17805,25498
17805,27806
17805,28426
17805,29951
17805,30723
17806,11245
17806,12882
17806,16124
17806,21894
17806,28472
17806,28637
17807,3826
17807,7545
17807,9806
17807,10207
17807,14079
17807,14128
17807,17004
17807,19327
17807,20975
17807,27532
17807,27601
17807,27911
17807,28376
17807,31559
17808,284
17808,398
17808,482
17808,1538
17808,2507
17808,2878
17808,2911
17808,3189
17808,3454
17808,3759
17808,5506
17808,6748
17808,6801
17808,7598
17808,7619
17808,7959
17808,8354
17808,8387
17808,10891
17808,11187
17808,11238
17808,13106
17808,15411
17808,17073
17808,17199
17808,17200
17808,17252
17808,17336
17808,17679
17808,19587
17808,20530
17808,20662
17808,21979
17808,25317
17808,26643
17808,33365
17809,1462
17809,5144
17809,5493
17809,5743
17809,7147
17809,7679
17809,14254
17809,14430
17809,15882
17809,17058
17809,21262
17809,23216
17809,23742
17809,24262
17809,27896
17810,559
17810,14682
17810,17197
17810,17416
17810,21687
17810,21843
17810,22406
17810,25062
17810,26365
17810,26498
17810,27618
17810,30341
17811,749
17811,972
17811,1002
17811,1377
17811,2925
17811,3802
17811,4912
17811,4968
17811,5104
17811,5194
17811,5917
17811,7733
17811,7754
17811,8452
17811,9248
17811,13101
17811,13105
17811,13479
17811,14658
17811,15165
17811,16651
17811,16950
17811,20031
17811,20845
17811,22004
17811,23188
17811,24259
17811,24364
17811,26966
17811,29246
17811,30259
17811,30647
17811,33833
17812,768
17812,2576
17812,7458
17812,9548
17812,10594
17812,10726
17812,11015
17812,12307
17812,12484
17812,12947
17812,18724
17812,19227
17812,19549
17812,22836
17812,23601
17812,23699
17812,24036
17812,24853
17812,30219
17812,31605
17812,33857
17813,2023
17813,2132
17813,2151
17813,3305
17813,3543
17813,3920
17813,10504
17813,11502
17813,11588
17813,12308
17813,12843
17813,13275
17813,14922
17813,22223
17813,25806
17813,26680
17813,30607
17813,32669
17813,33254
17814,3303
17814,4818
17814,7294
17814,8803
17814,18310
17814,25232
17815,9364
17815,11690
17815,18023
17815,18365
17815,19664
17815,21492
17815,22369
17815,22615
17815,25449
17815,28560
17815,28773
17815,29186
17815,29414
17815,33262
17816,2341
17816,2523
17816,3190
17816,4508
17816,10282
17816,15616
17816,18592
17816,20862
17816,29298
17816,30300
17816,31034
17817,20088
17817,34445
17818,1492
17818,4100
17818,5697
17818,7875
17818,10836
17818,11808
17818,14699
17818,16438
17818,17205
17818,17943
17818,19465
17818,20448
17818,20720
17818,21131
17818,22410
17818,23028
17818,26906
17818,27090
17818,29064
17818,29128
17818,29717
17818,30309
17818,31182
17818,31292
17818,32271
17818,32297
17819,15397
17819,21411
17819,23358
17819,27619
17819,29749
17819,30448
17820,1179
17820,8509
17820,8900
17820,9366
17820,9863
17820,10732
17820,12282
17820,13649
17820,13736
17820,14209
17820,14485
17820,14918
17820,17211
17820,23694
17820,33989
17821,7214
17821,12259
17821,15438
17821,17538
17821,17872
17821,18014
17821,19504
17821,19752
17821,22724
17821,23110
17821,24235
17821,24696
17821,28647
17821,29039
17821,29752
17821,29916
17821,29988
17821,30506
17821,31245
17821,33283
17822,8715
17822,10982
17822,16294
17822,27462
17822,28064
17822,31931
17822,33382
17823,1074
17823,22326
17823,26137
17823,28629
17824,2328
17824,4155
17824,14481
17824,18478
17824,23070
17824,28939
17824,29971
17825,4215
17825,8441
17825,9713
17825,11205
17825,17054
17825,19271
17825,31274
17825,31644
17825,33016
17825,33476
17826,767
17826,2073
17826,2751
17826,2914
17826,3440
17826,3602
17826,5153
17826,5477
17826,6683
17826,8534
17826,10340
17826,13795
17826,14969
17826,23907
17826,27781
17826,29030
17826,29756
17827,2076
17827,9009
17828,4578
17828,9997
17828,12557
17828,13651
17828,14621
17828,16240
17828,18129
17828,24557
17828,25232
17828,29264
17828,33562
17829,13761
17829,26103
17830,409
17830,1624
17830,2979
17830,9047
17830,9548
17830,12041
17830,12414
17830,12979
17830,15691
17830,15832
17830,16187
17830,19350
17830,25679
17830,27365
17830,28103
17830,30802
17830,33440
17831,2881
17831,7290
17831,11163
17831,13918
17831,24262
17831,27285
17831,27776
17831,33413
17831,34169
17832,3992
17832,5868
17832,6609
17832,12336
17832,15346
17832,15579
17832,19062
17832,28892
17833,1516
17833,5270
17833,5871
17833,6705
17833,11167
17833,18240
17833,19855
17833,20955
17833,21382
17833,24273
17833,24580
17833,27420
17833,28497
17833,29271
17833,30066
17833,31983
17833,32147
17833,32566
17833,33257
17834,4665
17834,10794
17834,25453
17835,658
17835,773
17835,6041
17835,8031
17835,10062
17835,10797
17835,11035
17835,12421
17835,12493
17835,14682
17835,15107
17835,18492
17835,18500
17835,19235
17835,19699
17835,20238
17835,20336
17835,20721
17835,20776
17835,21460
17835,23261
17835,23525
17835,25180
17835,25184
17835,25801
17835,27485
17835,29158
17835,33093
17835,33787
17835,34180
17836,1282
17836,1333
17836,3469
17836,6012
17836,7631
17836,8785
17836,9395
17836,10124
17836,10664
17836,10967
17836,11658
17836,13060
17836,13994
17836,15437
17836,15522
17836,18968
17836,20562
17836,20963
17836,22904
17836,24005
17836,24691
17836,25094
17836,26445
17836,27212
17836,29872
17836,31893
17836,33612
17837,98
17837,4622
17837,5193
17837,5232
17837,6945
17837,8164
17837,8685
17837,8721
17837,8903
17837,9048
17837,9410
17837,9446
17837,10776
17837,12257
17837,12751
17837,12924
17837,13582
17837,14325
17837,15201
17837,16172
17837,16265
17837,16312
17837,16970
17837,17070
17837,17114
17837,17460
17837,17501
17837,18529
17837,19879
17837,20093
17837,20243
17837,20270
17837,20334
17837,20910
17837,21971
17837,22158
17837,22293
17837,23052
17837,23544
17837,23936
17837,24147
17837,24247
17837,24303
17837,24949
17837,25334
17837,25596
17837,25699
17837,26398
17837,27067
17837,27221
17837,27953
17837,28226
17837,28643
17837,28892
17837,30078
17837,30226
17837,30318
17837,30925
17837,31246
17837,31396
17837,31586
17837,31718
17837,32074
17837,32133
17837,32578
17837,32974
17837,33422
17837,33446
17837,33527
17837,33552
17837,33615
17837,33622
17838,1620
17838,2614
17838,13275
17838,16701
17838,18566
17838,18601
17838,18983
17838,21493
17838,21548
17838,21730
17838,21992
17838,23911
17838,25480
17838,31057
17839,5710
17839,11677
17839,17261
17839,17658
17839,17950
17839,19192
17839,24293
17839,25393
17839,27101
17839,29245
17839,29847
17839,30518
17839,31019
17839,34274
17840,687
17840,1184
17840,2245
17840,3388
17840,4063
17840,5728
17840,5836
17840,5997
17840,6488
17840,7745
17840,7840
17840,10859
17840,10873
17840,11163
17840,11276
17840,12391
17840,12448
17840,13082
17840,14552
17840,15986
17840,16220
17840,17444
17840,17455
17840,18277
17840,18832
17840,19632
17840,19803
17840,20038
17840,20477
17840,21037
17840,21477
17840,21661
17840,21698
17840,22065
17840,22229
17840,24596
17840,24949
17840,25023
17840,25664
17840,25956
17840,26516
17840,27454
17840,27582
17840,27621
17840,29344
17840,29409
17840,29496
17840,29787
17840,31188
17840,31262
17840,32486
17840,32692
17840,33547
17840,33758
17841,11984
17841,20342
17841,25111
17841,26575
17841,27542
17842,609
17842,1452
17842,3138
17842,3378
17842,3939
17842,6431
17842,7575
17842,8336
17842,8851
17842,10010
17842,12789
17842,19131
17842,19421
17842,20789
17842,20991
17842,21633
17842,21794
17842,22518
17842,24892
17842,25270
17842,29189
17842,30229
17842,30709
17842,30777
17842,31429
17842,31937
17842,32504
17842,32573
17842,32788
17843,800
17843,1087
17843,1391
17843,2362
17843,2791
17843,2808
17843,2846
17843,4599
17843,5254
17843,5917
17843,9344
17843,11570
17843,15349
17843,15855
17843,20813
17843,22614
17843,22950
17843,25965
17843,28502
17843,29799
17843,30473
17843,31205
17843,31976
17843,32415
17843,32653
17844,8408
17844,13088
17844,24681
17844,32442
17845,10205
17845,16809
17845,22131
17845,32020
17846,4804
17846,8988
17846,17311
17846,18975
17846,25803
17846,26480
17847,1885
17847,3991
17847,4216
17847,7081
17847,8802
17847,10278
17847,11144
17847,12731
17847,12774
17847,12961
17847,13067
17847,13449
17847,13660
17847,13974
17847,17491
17847,18521
17847,20425
17847,20488
17847,22236
17847,22458
17847,24382
17847,24635
17847,24756
17847,26303
17847,26425
17847,27556
17847,28210
17847,28506
17847,29717
17847,30414
17847,33149
17847,33410
17847,33437
17848,202
17848,2340
17848,2934
17848,13468
17848,18854
17848,21119
17848,23496
17848,23746
17848,23747
17848,23949
17848,25523
17849,15067
17849,16433
17849,17032
17849,17868
17849,18181
17849,19631
17849,21133
17849,32156
17850,5444
17850,5976
17850,6141
17850,6237
17850,7256
17850,8979
17850,12561
17850,28232
17850,29276
17850,30331
17850,32182
17851,5662
17851,7786
17851,12395
17851,13673
17851,16218
17851,21737
17851,28282
17851,29095
17851,30326
17851,31689
17852,434
17852,4056
17852,4327
17852,6150
17852,10269
17852,16581
17852,18545
17852,22764
17852,22882
17852,27050
17852,30182
17853,279
17853,6600
17853,16875
17854,4724
17854,5946
17854,7350
17854,10513
17854,12017
17854,12030
17854,12223
17854,13328
17854,14355
17854,20615
17854,20715
17854,27344
17854,31190
17854,33011
17855,542
17855,3760
17855,6612
17855,7408
17855,12164
17855,16390
17855,19122
17855,20106
17855,20780
17855,20952
17855,23522
17855,24216
17855,25298
17855,28991
17855,29690
17856,2045
17856,6156
17856,6771
17856,7780
17856,9195
17856,9337
17856,12620
17856,15181
17856,15848
17856,16068
17856,18957
17856,19620
17856,20828
17856,22964
17856,24864
17856,28148
17856,30213
17856,30706
17856,33009
17856,33905
17857,1147
17857,7191
17857,8439
17857,9969
17857,10403
17857,12528
17857,14436
17857,16667
17857,17210
17857,19040
17857,19370
17857,19611
17857,21430
17857,23908
17857,24136
17857,25671
17857,26225
17857,26734
17857,27759
17857,30615
17857,31167
17857,31786
17857,31869
17857,34209
17858,2621
17858,11210
17858,11753
17858,13428
17858,13822
17858,19125
17858,29848
17859,6991
17859,9784
17859,11098
17859,11256
17859,13676
17859,14444
17859,16383
17859,17304
17859,19414
17859,21149
17859,24663
17859,28642
17859,29776
17859,32550
17860,13306
17860,15423
17860,24377
17861,7985
17861,24054
17861,24343
17861,28627
17861,29566
17861,29835
17862,18668
17862,19765
17862,19964
17862,22138
17862,22769
17862,23446
17862,27795
17862,29232
17862,33156
17863,1152
17863,1767
17863,4984
17863,5552
17863,6671
17863,9020
17863,17687
17863,18231
17863,18246
17863,24621
17863,31816
17864,8720
17864,9857
17864,13444
17864,23889
17864,26114
17864,26860
17864,34376
17865,3089
17865,4302
17865,13683
17865,26643
17866,1737
17866,11706
17866,23938
17866,33051
17867,797
17867,961
17867,3407
17867,6768
17867,9315
17867,9591
17867,11086
17867,15902
17867,16094
17867,16984
17867,17397
17867,20655
17867,21016
17867,22434
17867,25132
17867,28675
17867,28735
17867,29537
17867,31840
17867,34321
17868,15067
17868,16433
17868,17032
17868,17849
17868,19631
17868,23219
17869,2122
17869,2401
17869,7202
17869,7832
17869,15332
17869,17652
17869,17663
17869,18510
17869,22879
17869,23841
17869,24807
17869,26237
17869,26736
17869,28446
17869,28777
17869,29328
17869,29781
17869,29786
17869,30291
17869,31401
17869,32008
17870,17214
17870,19095
17870,31726
17871,668
17871,3768
17871,15110
17871,16253
17871,19078
17871,19560
17871,19951
17871,20155
17871,26658
17871,28592
17871,29389
17872,408
17872,1149
17872,4647
17872,6923
17872,7214
17872,8866
17872,9737
17872,12658
17872,14712
17872,16949
17872,16977
17872,17538
17872,17821
17872,18014
17872,19504
17872,19752
17872,23604
17872,24235
17872,24999
17872,28647
17872,30303
17872,32104
17873,8818
17873,17482
17873,18181
17873,19528
17873,19987
17873,21133
17873,21166
17873,23457
17873,23467
17873,25384
17873,28088
17873,28131
17873,30589
17873,33594
17874,1494
17874,1685
17874,4989
17874,9130
17874,18820
17874,20534
17874,21035
17874,22943
17874,24748
17874,25297
17874,27507
17874,28412
17874,33220
17875,3658
17875,16384
17875,22389
17876,17337
17876,19387
17876,25341
17876,26058
17877,11611
17877,13049
17877,17369
17877,18673
17877,18807
17877,19657
17877,19894
17877,20946
17877,22280
17877,22394
17877,24279
17877,24440
17877,25491
17877,28138
17877,28517
17877,28530
17877,32227
17878,5557
17878,7606
17878,9602
17878,11769
17878,18834
17878,24633
17878,27038
17879,1731
17879,2788
17879,4454
17879,6686
17879,6728
17879,8246
17879,11392
17879,16698
17879,17764
17879,18019
17879,19066
17879,19983
17879,21578
17879,26394
17879,26467
17879,28217
17879,29995
17880,2863
17880,7643
17880,9343
17880,19852
17880,25441
17880,31297
17880,31509
17881,1068
17881,1497
17881,4556
17881,7073
17881,7310
17881,9048
17881,12690
17881,13039
17881,15201
17881,17070
17881,17971
17881,19881
17881,21357
17881,23419
17881,25106
17881,25596
17881,25699
17881,27221
17881,27276
17881,28226
17881,28856
17881,28874
17881,29131
17881,29621
17881,30029
17881,31935
17881,32541
17881,33615
17881,33818
17882,2273
17882,2505
17882,2639
17882,3195
17882,6333
17882,7178
17882,8032
17882,11530
17882,17320
17882,20528
17882,22503
17882,24590
17882,24665
17882,25117
17882,28831
17882,32169
17882,32773
17883,11623
17883,13863
17883,18761
17883,19002
17883,20848
17883,23415
17883,25467
17883,25725
17883,26362
17883,33448
17883,33925
17883,34193
17883,34207
17884,2902
17884,16740
17884,33377
17885,922
17885,7123
17885,8378
17885,9895
17885,12885
17885,16840
17885,20614
17885,20738
17885,20922
17885,29830
17885,31753
17885,33041
17886,54
17886,1341
17886,8649
17886,11373
17886,13186
17886,19800
17886,20125
17886,23480
17886,30970
17887,76
17887,15451
17887,18303
17887,20742
17887,21660
17887,21875
17888,14799
17888,19127
17888,20116
17888,20236
17888,20714
17888,21585
17888,23195
17888,23789
17888,25816
17888,26509
17888,27184
17888,28825
17888,29664
17888,30834
17888,30885
17888,33825
17888,34110
17889,6177
17889,22336
17889,22771
17889,27336
17889,28461
17890,1721
17890,2895
17890,2955
17890,6011
17890,6210
17890,8198
17890,9394
17890,10727
17890,10922
17890,12608
17890,13219
17890,13690
17890,14208
17890,14827
17890,16103
17890,16960
17890,17103
17890,18538
17890,19373
17890,21097
17890,21976
17890,24079
17890,24283
17890,24330
17890,24542
17890,25740
17890,26138
17890,26746
17890,32404
17890,33906
17891,4366
17891,8579
17891,9573
17891,33136
17892,3081
17892,15123
17893,1800
17893,2962
17893,15632
17893,23248
17893,25790
17893,29584
17893,30859
17894,17408
17894,18883
17894,19657
17894,19672
17894,23022
17894,33638
17895,17988
17895,24149
17895,26914
17895,30429
17895,31369
17896,2307
17896,3970
17896,4557
17896,6479
17896,11437
17896,13375
17896,13929
17897,51
17897,3211
17897,15883
17897,16938
17897,25020
17898,1632
17898,1797
17898,2194
17898,2697
17898,2835
17898,3108
17898,3249
17898,5450
17898,6496
17898,7251
17898,7513
17898,7586
17898,8879
17898,9368
17898,10050
17898,10157
17898,10327
17898,10499
17898,10945
17898,11563
17898,12164
17898,12957
17898,13070
17898,13572
17898,14041
17898,22810
17898,22927
17898,24343
17898,24875
17898,25852
17898,29442
17898,30009
17898,30328
17898,30600
17898,32055
17898,33780
17898,33992
17899,1923
17899,3205
17899,5717
17899,12559
17899,14176
17899,15759
17899,16147
17899,16705
17899,26430
17900,1521
17900,5123
17900,7536
17900,13557
17900,18013
17900,28624
17901,1262
17901,2189
17901,9398
17901,21771
17901,23522
17901,24722
17901,24941
17901,30270
17901,31215
17901,32508
17901,33992
17902,6723
17902,25839
17902,29180
17902,30524
17903,596
17903,675
17903,1179
17903,3289
17903,6911
17903,24343
17903,27774
17904,110
17904,919
17904,6147
17904,8209
17904,11764
17904,12099
17904,13066
17904,14425
17904,15455
17904,17336
17904,18260
17904,18383
17904,18420
17904,22444
17904,22701
17904,23635
17904,24316
17904,24412
17904,25412
17904,26154
17904,27497
17904,28788
17904,29763
17904,30034
17905,1056
17905,2154
17905,20310
17905,24893
17906,1252
17906,1801
17906,2451
17906,3270
17906,17515
17906,17939
17906,18279
17906,18311
17906,19293
17906,19878
17906,21441
17906,23259
17906,30608
17906,32934
17907,997
17907,1111
17907,5410
17907,5415
17907,11351
17908,3625
17908,6535
17908,6938
17908,9534
17908,9688
17908,13020
17908,14637
17908,15139
17908,15392
17908,16543
17908,20299
17908,28080
17908,30177
17908,31538
17909,306
17909,1006
17909,1700
17909,2514
17909,2817
17909,3506
17909,3549
17909,3985
17909,4453
17909,4709
17909,5234
17909,5339
17909,5747
17909,6504
17909,6583
17909,7156
17909,7170
17909,7595
17909,7714
17909,8181
17909,8837
17909,9659
17909,10105
17909,11743
17909,12226
17909,13041
17909,14089
17909,14390
17909,16299
17909,16623
17909,19639
17909,20652
17909,20885
17909,21626
17909,21853
17909,22038
17909,22913
17909,23504
17909,24352
17909,24496
17909,24908
17909,25216
17909,25591
17909,26153
17909,27175
17909,27607
17909,29888
17909,30063
17909,31036
17909,31204
17909,31383
17909,32330
17909,33776
17910,585
17910,12816
17910,12841
17910,12929
17910,14527
17910,17301
17910,17309
17910,19524
17910,22408
17910,24610
17910,25235
17910,25525
17910,25583
17910,25733
17910,29309
17911,1504
17911,3920
17911,9242
17911,10922
17911,12608
17911,14687
17911,17103
17911,18654
17911,20497
